target,dropped_block,cv_mae,cv_mae_std,cv_r2,cv_pearson,test_mae,test_rmse,test_r2,test_pearson,front_cv_mae,front_cv_r2,front_test_mae,front_test_r2,delta_cv_mae,delta_cv_r2,delta_test_mae,delta_test_r2,seconds
MEMORY_ST_NORM_VisImm,DEMO,10.865600395202637,0.6476223361528147,0.25122385632537364,0.531722579895195,11.854430198669434,14.861330032348633,0.20253197254344146,0.5273514910609705,10.766700553894044,0.2699880045784376,11.510468482971191,0.2464666155296219,0.09889984130859375,-0.01876414825306394,0.3439617156982422,-0.04393464298618044,2.4605507850646973
MEMORY_ST_NORM_WorMem,BEH,10.047637748718262,0.3743849874687866,0.036334602683987846,0.2322694080055438,9.488515853881836,12.024139404296875,0.042150664829651574,0.22598894320661309,9.875693321228027,0.0713188722962336,9.390069961547852,0.0684934103828467,0.17194442749023509,-0.03498426961224575,0.09844589233398438,-0.02634274555319513,2.092715263366699
MEMORY_ST_NORM_WorMem,EEG,9.843498039245606,0.515473192656644,0.07728961797613192,0.3054176728348937,9.314627647399902,11.765183448791504,0.08296359065938907,0.3064261082884727,9.875693321228027,0.0713188722962336,9.390069961547852,0.0684934103828467,-0.032195281982421164,0.005970745679898318,-0.07544231414794922,0.014470180276542371,1.9591336250305176
MEMORY_ST_NORM_WorMem,MRI,9.816361045837402,0.5045544810247024,0.08135188339326341,0.3094167343051785,9.43954086303711,11.913784980773926,0.05965178462748155,0.2732995678716708,9.875693321228027,0.0713188722962336,9.390069961547852,0.0684934103828467,-0.059332275390625355,0.01003301109702981,0.04947090148925781,-0.008841625755365151,1.995218276977539
MEMORY_ST_NORM_WorMem,DTI,9.851623725891113,0.46486344983505573,0.07744115206693,0.299816809303154,9.38139820098877,11.86056900024414,0.0680336049184741,0.2821783604035483,9.875693321228027,0.0713188722962336,9.390069961547852,0.0684934103828467,-0.024069595336914773,0.006122279770696404,-0.008671760559082031,-0.0004598054643726035,2.3407630920410156
MEMORY_ST_NORM_WorMem,DL,9.867652130126952,0.47124091449640876,0.0748806303592106,0.298271141583372,9.419414520263672,11.87796688079834,0.06529741634767916,0.2789117417602742,9.875693321228027,0.0713188722962336,9.390069961547852,0.0684934103828467,-0.00804119110107493,0.003561758062976997,0.029344558715820312,-0.003195994035167543,2.397350788116455
MEMORY_ST_NORM_WorMem,FC,9.821058464050292,0.45473674311046963,0.07693428720883137,0.3009179703332422,9.388978958129883,11.854043006896973,0.06905898915921349,0.28338522828901314,9.875693321228027,0.0713188722962336,9.390069961547852,0.0684934103828467,-0.054634857177735086,0.005615414912597774,-0.00109100341796875,0.0005655787763667874,2.3467154502868652
MEMORY_ST_NORM_WorMem,DEMO,10.034030151367187,0.5675827318218759,0.06060671576405361,0.26697853162236307,9.262738227844238,11.775650978088379,0.08133110070898208,0.29906441866233774,9.875693321228027,0.0713188722962336,9.390069961547852,0.0684934103828467,0.15833683013915945,-0.010712156532179988,-0.12733173370361328,0.012837690326135381,2.464696168899536
MOTOR_ST_SCALED_FineMotor,BEH,6.409588146209717,0.34464350658030224,0.43808578637782114,0.6703454436361713,5.444052219390869,6.891682147979736,0.5293448281177966,0.7314971151822416,6.3787816047668455,0.4410639203962805,5.3488640785217285,0.5471992321656819,0.030806541442871094,-0.0029781340184593663,0.09518814086914062,-0.017854404047885297,2.026547908782959
MOTOR_ST_SCALED_FineMotor,EEG,6.400559043884277,0.29495027185549433,0.43837250082215584,0.6698731223716055,5.318175315856934,6.737231731414795,0.5502042745807749,0.7482838824972715,6.3787816047668455,0.4410639203962805,5.3488640785217285,0.5471992321656819,0.021777439117431463,-0.002691419574124665,-0.030688762664794922,0.003005042415093029,2.0668764114379883
