target,feature,category,n,pearson_r,p_raw,ci_lo,ci_hi,q_fdr
LANGUAGE_ST_NORM_VCI,MEMORY_ST_NORM_ImmMem,ST,425,-0.0020696953879453636,0.9660664354652635,-0.09717340207111884,0.09307146581038592,0.9957569816596012
LANGUAGE_ST_NORM_VCI,MEMORY_ST_SCALED_AudImm,ST,425,-0.39930189871223076,1.0667100679281928e-17,-0.47633233413604925,-0.3161887737174719,2.666775169820482e-16
LANGUAGE_ST_NORM_VCI,MEMORY_ST_SCALED_VisImm,ST,425,-0.3695197824876556,3.3833672161408425e-15,-0.44886511453894395,-0.28439330407680874,4.2292090201760534e-14
LANGUAGE_ST_NORM_VCI,MEMORY_ST_SCALED_ImmMem,ST,425,-0.4286562378116367,2.0091553269309084e-20,-0.5032587030529652,-0.3477113287324531,1.0045776634654542e-18
LANGUAGE_ST_NORM_VCI,MEMORY_ST_SCALED_WorMem,ST,425,-0.3018572404644243,2.1057761923556497e-10,-0.3858995449303233,-0.21284595886091615,9.571709965252953e-10
LANGUAGE_ST_NORM_VCI,MEMORY_ST_RAW_AudImm,ST,425,-0.39985842336690175,9.524549961514734e-18,-0.47684417442498783,-0.3167847034224415,2.666775169820482e-16
LANGUAGE_ST_NORM_VCI,MEMORY_ST_RAW_VisImm,ST,425,-0.38371290880181064,2.3395027119766804e-16,-0.4619737683106987,-0.29952260443148343,3.899171186627801e-15
LANGUAGE_ST_NORM_VCI,MEMORY_ST_RAW_ImmMem,ST,425,-0.43434901417805616,5.532248362558923e-21,-0.5084638977836589,-0.3538458524330913,5.532248362558923e-19
LANGUAGE_ST_NORM_VCI,MEMORY_ST_RAW_WorMem,ST,425,-0.3115343189900015,5.110613942546173e-11,-0.3949531051527994,-0.22302047641195588,2.5553069712730866e-10
LANGUAGE_ST_NORM_VCI,MEMORY_ST_RAW_LogMemI,ST,425,-0.34663564105550626,1.9196693022540707e-13,-0.42765734766787866,-0.26008869911969285,1.2797795359799728e-12
LANGUAGE_ST_NORM_VCI,MEMORY_ST_RAW_FacI,ST,425,-0.3450220514087048,2.52126257984926e-13,-0.4261585873457519,-0.2583790798501122,1.4830956373416932e-12
LANGUAGE_ST_NORM_VCI,MEMORY_ST_RAW_VerPairI,ST,425,-0.35558277523140874,4.1141999394825566e-14,-0.43595969369421983,-0.2695781607045084,3.7401817631659604e-13
LANGUAGE_ST_NORM_VCI,MEMORY_ST_RAW_FamPicI,ST,425,-0.3311035514444947,2.4821139424203507e-12,-0.413212064704407,-0.24365474399735343,1.3063757591686055e-11
