level,target,dropped_block,cv_mae,cv_mae_std,cv_r2,cv_pearson,test_mae,test_rmse,test_r2,test_pearson,front_cv_mae,front_cv_r2,front_test_mae,front_test_r2,delta_cv_mae,delta_cv_r2,delta_test_mae,delta_test_r2,seconds
RAW,LANGUAGE_ST_RAW_SUM,BEH,12.210000038146973,0.9194333364558553,0.07801184864575353,0.3624544421882532,12.951253890991211,15.403848648071289,-0.07579102622041689,0.08816490383398008,11.81308650970459,0.1474742102598402,12.73361587524414,-0.0130423012952409,0.3969135284423828,-0.06946236161408667,0.2176380157470703,-0.062748724925176,2.053298234939575
RAW,LANGUAGE_ST_RAW_SUM,EEG,11.710871124267578,1.0909456167271043,0.1583907853575799,0.44226767173653947,12.813347816467285,15.063728332519531,-0.028808098368754642,0.19721919597978743,11.81308650970459,0.1474742102598402,12.73361587524414,-0.0130423012952409,-0.10221538543701136,0.01091657509773969,0.07973194122314453,-0.015765797073513742,1.8632066249847412
RAW,LANGUAGE_ST_RAW_SUM,MRI,11.763817596435548,1.0713763136792909,0.15068709962769278,0.4369340553533073,12.796568870544434,15.028685569763184,-0.024027101923508765,0.2031483704248594,11.81308650970459,0.1474742102598402,12.73361587524414,-0.0130423012952409,-0.04926891326904226,0.0032128893678525783,0.06295299530029297,-0.010984800628267864,2.0031659603118896
RAW,LANGUAGE_ST_RAW_SUM,DTI,11.958957099914551,1.0714094614120353,0.1398386780808746,0.4281362390136252,12.620187759399414,14.855467796325684,-0.0005576730863940949,0.20990216112235321,11.81308650970459,0.1474742102598402,12.73361587524414,-0.0130423012952409,0.1458705902099613,-0.007635532178965593,-0.11342811584472656,0.012484628208846806,2.371742010116577
RAW,LANGUAGE_ST_RAW_SUM,DL,11.743320274353028,1.1200817363617266,0.14635437200312376,0.43107728869022227,12.722990036010742,14.94261646270752,-0.012331515232578916,0.2063152992502073,11.81308650970459,0.1474742102598402,12.73361587524414,-0.0130423012952409,-0.06976623535156179,-0.0011198382567164378,-0.010625839233398438,0.0007107860626619847,2.4696197509765625
RAW,LANGUAGE_ST_RAW_SUM,FC,11.743878746032715,1.0809474468429927,0.1568790431193004,0.43858235051039485,12.759936332702637,14.923264503479004,-0.009711090126292898,0.2043844228530635,11.81308650970459,0.1474742102598402,12.73361587524414,-0.0130423012952409,-0.06920776367187464,0.0094048328594602,0.026320457458496094,0.003331211168948002,2.5067198276519775
RAW,LANGUAGE_ST_RAW_SUM,SEX,11.850713920593261,1.0644786243222897,0.1428373173342612,0.4298005004851634,12.679914474487305,14.856672286987305,-0.0007198472206391138,0.21236889837823364,11.81308650970459,0.1474742102598402,12.73361587524414,-0.0130423012952409,0.037627410888671164,-0.004636892925579006,-0.05370140075683594,0.012322454074601787,2.5187110900878906
RAW,MEMORY_ST_RAW_AudImm,BEH,11.280065536499023,0.8195115642689967,0.3138109416806224,0.5868428073116371,13.19576358795166,15.422901153564453,0.16118888298734557,0.484244733587885,10.548681449890136,0.4183078747111013,11.899946212768556,0.3231277033464313,0.7313840866088874,-0.10449693303047891,1.2958173751831037,-0.16193882035908574,2.1092963218688965
RAW,MEMORY_ST_RAW_AudImm,EEG,10.521132850646973,0.6102950114089052,0.4236236706083962,0.6649740763272856,11.897165298461914,13.85208511352539,0.3233527486277844,0.5943703064197489,10.548681449890136,0.4183078747111013,11.899946212768556,0.3231277033464313,-0.027548599243162997,0.005315795897294862,-0.0027809143066424014,0.00022504528135308677,2.1329479217529297
RAW,MEMORY_ST_RAW_AudImm,MRI,10.442481231689452,0.5133654165754354,0.4245482942107472,0.664548118918417,11.974799156188965,13.813743591308594,0.32709338562285806,0.596013693284239,10.548681449890136,0.4183078747111013,11.899946212768556,0.3231277033464313,-0.1062002182006836,0.006240419499645877,0.07485294342040838,0.003965682276426741,1.9873971939086914
RAW,MEMORY_ST_RAW_AudImm,DTI,10.558974266052246,0.5507349471009197,0.4104816048744807,0.6551097896379283,11.755999565124512,13.560033798217773,0.3515842386934368,0.6140300668978732,10.548681449890136,0.4183078747111013,11.899946212768556,0.3231277033464313,0.010292816162110086,-0.007826269836620603,-0.14394664764404475,0.028456535347005485,2.159947395324707
RAW,MEMORY_ST_RAW_AudImm,DL,10.522451019287109,0.5947483855305795,0.4204395227503775,0.6624365815919656,11.899378776550293,13.85046100616455,0.3235114015467738,0.5945007134320327,10.548681449890136,0.4183078747111013,11.899946212768556,0.3231277033464313,-0.02623043060302699,0.0021316480392761794,-0.0005674362182634951,0.00038369820034250823,2.4283032417297363
RAW,MEMORY_ST_RAW_AudImm,FC,10.371083641052246,0.46389701247900733,0.4342639428877161,0.6727645112556747,11.891542434692383,13.847739219665527,0.32377729134538313,0.5945944025325597,10.548681449890136,0.4183078747111013,11.899946212768556,0.3231277033464313,-0.17759780883788956,0.01595606817661477,-0.008403778076173651,0.0006495879989518172,2.4252877235412598
