level,target,dropped_block,cv_mae,cv_mae_std,cv_r2,cv_pearson,test_mae,test_rmse,test_r2,test_pearson,front_cv_mae,front_cv_r2,front_test_mae,front_test_r2,delta_cv_mae,delta_cv_r2,delta_test_mae,delta_test_r2,seconds
NORM,MEMORY_ST_NORM_AudImm,DL,9.907677459716798,0.36994676328444775,0.07592270641258403,0.32697847088049586,10.282365798950195,12.717670440673828,0.08444095563631349,0.38849104325831435,9.90788345336914,0.073905303036446,10.28717803955078,0.0875659058196645,-0.00020599365234197364,0.0020174033761380245,-0.004812240600584161,-0.0031249501833510163,2.3361504077911377
NORM,MEMORY_ST_NORM_AudImm,FC,9.830055046081544,0.39263744212546253,0.0863810056042024,0.3342329745082776,10.30109691619873,12.710409164428711,0.08548620535206941,0.38653025515474365,9.90788345336914,0.073905303036446,10.28717803955078,0.0875659058196645,-0.07782840728759588,0.012475702567756389,0.013918876647950995,-0.0020797004675950914,2.5048770904541016
NORM,MEMORY_ST_NORM_AudImm,SEX,10.044355773925782,0.34739873560427426,0.0536232485638064,0.30947296053457507,10.245376586914062,12.818032264709473,0.06993357608718564,0.37797105909471596,9.90788345336914,0.073905303036446,10.28717803955078,0.0875659058196645,0.13647232055664205,-0.020282054472639602,-0.041801452636716974,-0.017632329732478857,2.5190062522888184
NORM,MEMORY_ST_NORM_VisImm,BEH,11.118209075927734,0.7247264668702538,0.19881899027143488,0.47896350759191525,12.098336219787598,15.083401679992676,0.1785208503181961,0.4973208706626729,10.863969993591308,0.2552824563074901,11.729486465454102,0.2247452619100687,0.2542390823364258,-0.056463466036055204,0.3688497543334961,-0.0462244115918726,2.0690200328826904
NORM,MEMORY_ST_NORM_VisImm,EEG,10.862457084655762,0.5697054496578786,0.25757701332879696,0.5422739759830703,11.512510299682617,14.523415565490723,0.23838505997942383,0.5619716599786867,10.863969993591308,0.2552824563074901,11.729486465454102,0.2247452619100687,-0.001512908935545454,0.0022945570213068756,-0.21697616577148438,0.013639798069355141,2.346515417098999
NORM,MEMORY_ST_NORM_VisImm,MRI,10.97228832244873,0.5903599703389332,0.23200786454810607,0.5152584086010275,11.75910472869873,14.575567245483398,0.23290545829731357,0.5631903167437151,10.863969993591308,0.2552824563074901,11.729486465454102,0.2247452619100687,0.10831832885742188,-0.02327459175938401,0.029618263244628906,0.008160196387244883,2.0279388427734375
NORM,MEMORY_ST_NORM_VisImm,DTI,10.844583511352539,0.6190000035434443,0.25803874394735027,0.5383332797228031,11.717521667480469,14.6444673538208,0.2256361420494606,0.5512628990872075,10.863969993591308,0.2552824563074901,11.729486465454102,0.2247452619100687,-0.01938648223876882,0.0027562876398601888,-0.011964797973632812,0.0008908801393918975,2.27935791015625
NORM,MEMORY_ST_NORM_VisImm,DL,10.798390960693359,0.7091556365682452,0.2621532137273246,0.5416375770095045,11.820858001708984,14.779014587402344,0.21134171436368743,0.5375334372741439,10.863969993591308,0.2552824563074901,11.729486465454102,0.2247452619100687,-0.06557903289794886,0.006870757419834506,0.09137153625488281,-0.013403547546381261,2.359337568283081
NORM,MEMORY_ST_NORM_VisImm,FC,10.834434509277344,0.6392127403015847,0.2582737576338784,0.5395743116235591,11.736238479614258,14.65659236907959,0.2243532877692096,0.5486606518019617,10.863969993591308,0.2552824563074901,11.729486465454102,0.2247452619100687,-0.029535484313964133,0.002991301326388307,0.00675201416015625,-0.00039197414085909155,2.313915252685547
NORM,MEMORY_ST_NORM_VisImm,SEX,10.865600395202637,0.6476223361528147,0.25122385632537364,0.531722579895195,11.854430198669434,14.861330032348633,0.20253197254344146,0.5273514910609705,10.863969993591308,0.2552824563074901,11.729486465454102,0.2247452619100687,0.001630401611329546,-0.00405859998211644,0.12494373321533203,-0.022213289366627226,2.793811559677124
NORM,MEMORY_ST_NORM_WorMem,BEH,10.17594509124756,0.4405841496401401,0.0158050966815221,0.17299112628420749,9.493620872497559,11.96461009979248,0.05161143308694516,0.2531527940950879,10.008083534240722,0.0590895771756235,9.247496604919434,0.082519583484859,0.16786155700683736,-0.0432844804941014,0.246124267578125,-0.030908150397913836,1.9205434322357178
NORM,MEMORY_ST_NORM_WorMem,EEG,9.995384788513183,0.5705318087419873,0.06192384406675233,0.27605512265716503,9.221515655517578,11.708470344543457,0.09178317403892611,0.3234273375991152,10.008083534240722,0.0590895771756235,9.247496604919434,0.082519583484859,-0.012698745727538707,0.0028342668911288324,-0.02598094940185547,0.009263590554067114,2.1438372135162354
NORM,MEMORY_ST_NORM_WorMem,MRI,9.972433090209961,0.5381544984221597,0.06541332305795274,0.27612436637351934,9.25819206237793,11.774908065795898,0.08144703006444654,0.29837914815644906,10.008083534240722,0.0590895771756235,9.247496604919434,0.082519583484859,-0.03565044403076101,0.006323745882329236,0.010695457458496094,-0.0010725534204124587,2.0080394744873047
NORM,MEMORY_ST_NORM_WorMem,DTI,9.98416690826416,0.5306157593554565,0.0619945129655199,0.27186972500954865,9.2464017868042,11.764866828918457,0.08301294150765937,0.3016594393601366,10.008083534240722,0.0590895771756235,9.247496604919434,0.082519583484859,-0.02391662597656108,0.0029049357898964026,-0.001094818115234375,0.000493358022800372,2.2521331310272217
NORM,MEMORY_ST_NORM_WorMem,DL,10.185617637634277,0.5818526350844043,0.03358456923063802,0.22426033645187715,9.485294342041016,11.935002326965332,0.05629946275282338,0.2647361001685343,10.008083534240722,0.0590895771756235,9.247496604919434,0.082519583484859,0.1775341033935547,-0.025505007944985482,0.23779773712158203,-0.026220120732035612,2.3660833835601807
NORM,MEMORY_ST_NORM_WorMem,FC,10.004554939270019,0.5240380173679868,0.05953922578019395,0.26760965886174287,9.25075626373291,11.765007972717285,0.08299082390187973,0.301629216911146,10.008083534240722,0.0590895771756235,9.247496604919434,0.082519583484859,-0.003528594970703125,0.00044964860457045314,0.0032596588134765625,0.00047124041702073516,2.4670960903167725
NORM,MEMORY_ST_NORM_WorMem,SEX,10.034030151367187,0.5675827318218759,0.06060671576405361,0.26697853162236307,9.262738227844238,11.775650978088379,0.08133110070898208,0.29906441866233774,10.008083534240722,0.0590895771756235,9.247496604919434,0.082519583484859,0.025946617126464844,0.0015171385884301114,0.015241622924804688,-0.001188482775876909,2.4975576400756836
